,Review Number,Reviewer Rating,Review,Result,Rating Result,Label
4799,4800,5,고양이를 키우는 사람들은 어느정도 재밌게 볼 수 있는 영화였어요,긍정,부정,1
4800,4801,8,백두산보다는 나아요. 첨에 30분만 견디면 감동도있고 이해되기 시작하면서 재밌어요 그유명한 뮤지컬 캐츠를 극장에서 편하게 봤다는 것만으로도 감사합니다,긍정,긍정,0
4801,4802,10,기대반 걱정반으로 봤는데 기대이상으로 재밌게 보고 왔습니다,긍정,긍정,0
4802,4803,8,처음에는 인면묘라서 징그러울 줄 알았는데 생각보다 괜찮았어요 많은 사람들이 영상미 가지고 까는데 저는 오히려 털 표현도 괜찮은것 같았고 (털이 좀 풍성했음 더 좋았겠지만) 고양이들 귀나 꼬리로 감정표현하는 고양이 언...,긍정,긍정,0
4803,4804,10,새로운 버전의 캣츠. 영화로 만들면서 노래 한두개 더 추가된것 같던데요. 캣츠는 그 자체로 훌륭합니다.,부정,긍정,1
4804,4805,10,꼭 보세요 두번 보세요 ㅋㅋㅋ,긍정,긍정,0
4805,4806,10,스토리가 너무 완벽함 보는 내내 눈물 흘림,긍정,긍정,0
4806,4807,10,15만원짜리 뮤지컬보다 100배 낫다,부정,긍정,1
4807,4808,10,이정도면 걸작이다 다들 댓글알바네 꼭 보세요 2번 3번 돈주고 볼 가치 있는 영화다,긍정,긍정,0
4808,4809,10,배우들의 연기가 좋았습니다.왜 혹평들을 하는지...이해불가,긍정,긍정,0
4809,4810,10,"안보고 욕하지말자,,단편적인 무대에 영화적 상상력과 스케일을 더했다.이처럼 사랑스러운 고양이 영화가 있던가",긍정,긍정,0
4810,4811,10,평소에 뮤지컬 본적없고 안좋아하고 캣츠를 한번도 본적없다면 그냥 백두산이나 보러가는게 정신건강에 좋습니다.. 캣츠를 좋아하시는 분들이라면 새로운 느낌으로 재밌게 관람하실수 있습니다!!,긍정,긍정,0
4811,4812,10,대박 인생 영화!!강추 드립니다!!진짜 왜 지루하다는 건지....ㅠㅠ제발 위에 댓글 싹 다 무시하시고 보러 가주세요...어떤 분들에게는 조금 징그러울 수도 있는데 저는 재미있었어요!!(댓글 알바 절대 아님!!!진짜에...,긍정,긍정,0
4812,4813,8,뮤지컬 영화 좋아하면 볼만 할 것 같음. 처음에는 익숙하지 않았던 비주얼도 시간이 지날수록 눈에 익고 연출이나 영상미 안무가 아주 좋았음. 특히 테일러 스위프트는 완전 치트키 제일 기억에 남는 장면!,긍정,긍정,0
4813,4814,10,여러분의 평이 하도 안 좋아서 기대 하나도 안하고 갔더니 재미있었어요ㅋㅋㅋ 참고로 캣츠 자체가 고양이들이 자기소개하는 내용이라서 진짜 내용 하나도 모르고 가면 불쾌한 골짜기에 개연성없는 스토리(스토리도 아니고 그냥 ...,부정,긍정,1
4814,4815,8,하.. 개봉만 하면 상대영화 진영들이 1점부터 주고보는 한국.,긍정,긍정,0
4815,4816,9,평점 테러 때문에 겨울왕국 선택했다가 아쉬울 것 같아 2차로 달렸는데... 앞에 놓친 부분이 너무 안타까울 정도로 좋았습니다. 예술을 사랑하는 분들이라면 만족할 수 밖에 없을 것 같고 뮤지컬 캣츠의 팬이라면 꼭 보세...,긍정,긍정,0
4816,4817,10,난좋았는데.. 가사도 너무 좋고.. 넘 혹평들이라 내가 이상한건가싶다 같이 본 엄마도 매우 만족,긍정,긍정,0
4817,4818,6,"캣츠라는 작품이 무엇인지 알았다는 정도에 의의를 둘 것 같다. 나는 음악, 노래보다는 스토리를 중점적으로 여기고 감동 받는 취향이라 보통이었던 것 같다.",부정,부정,0
4818,4819,10,이 영화만큼은 꼭 극장에ㅐ서보시길,긍정,긍정,0
4819,4820,10,뮤지컬 영화는 언제나 옳지요 ㅋㅋ,긍정,긍정,0
4820,4821,10,"청각,시각적인 재미가 엄청 납니다",긍정,긍정,0
4821,4822,10,평점보실려면 관람객 평점 보세요ㅋㅋ크리스마스를 좀더 화려하게 보낼수있어요^^,긍정,긍정,0
4822,4823,9,귀가 엄청 행복햇어요~!!,긍정,긍정,0
4823,4824,6,"연출, 연기,영상미,ost는 좋았어요 뭐 스토리도 나쁘지 않았는데.무언가 부족함을 많이 느꼈습니다.뮤지컬을 봤을때의 감동을 찾고 싶어서 봤는데 그걸 못느껴서 그런건지..제니퍼 허드슨의 메모리가 제대로 한몫했습니다.초...",긍정,부정,1
4824,4825,9,올해 본 영화 중에서 처음으로 눈물 흘리면서 본 감동적인 영화였습니다. 메모리는 진짜 명곡이더군요. 그리고 빅토리아의 댕청한 얼굴 하ㅤㅇㅏㄳ하ㅤㅇㅏㄳ하면서 바라보다 보니까 어느새 영화가 끝나 있어 아쉬웠습니다. 나중에 블루레이...,긍정,긍정,0
4825,4826,8,악평이 너무나도 많지만 전 괜찮았어요,긍정,긍정,0
4826,4827,10,저는 정말 좋았어요. 웰메이드 뮤지컬영화라고 생각합니다^^ 음악들도 모두 좋았구요. 영화라서 가능한 cg들의 장점을 잘 살렸다고 생각해요.,긍정,긍정,0
4827,4828,10,"다들 욕하지만 나는 정말 재밌게 본 영화. 스토리는 부족하지만 영상미, OST, 배우의 명연기는 훌륭하다. 조용히 혼자 또 보고 와야겠다.",긍정,긍정,0
4828,4829,10,두번보세요 세번보세요(Naman sonhaebogin Akkawa),긍정,긍정,0
4829,4830,9,재밌었지만 조금 지루한 부분도있음,긍정,긍정,0
4830,4831,9,"아름다운 음악, 무용, 화면에 눈과 마음이 청정해졌다 빅토리아역의 프란체스카 헤이워드 아름다웠다 그리자벨라 역을 제니퍼 허드슨이 맡은 것은 아쉬웠다",긍정,긍정,0
4831,4832,10,누구나 부담없이 즐길 수 있는,긍정,긍정,0
4832,4833,9,오전부터 바로 보고왔네요 ㅋㅋ,긍정,긍정,0
4833,4834,9,초반만 넘어가면 꿀잼임 ㅋㅋ,긍정,긍정,0
4834,4835,10,이걸 극장에서 만원도 안되는 돈 내고 보게 해주셔서 감사합니다.크리스마스 이브날 눈과 귀와 마음이 즐거웠습니다.,긍정,긍정,0
4835,4836,8,"내용이야 뮤지컬로 이미 알고 있었고, 논란의 CG도 어차피 뮤지컬은 분장해서 하는걸 생각하면.. 왜 난리인지 잘 모르겠는 느낌? 음악은 역시 말할것도 없이 좋았다!",긍정,긍정,0
4836,4837,9,보면서 너무 신났던 영화에요,긍정,긍정,0
4837,4838,10,메모리 부를땐 눈물이 왈칵 쏟아짐15만원짜리 뮤지컬을 만원에 볼수 있어 좋았어요,긍정,긍정,0
4838,4839,10,짱짱 최고였음 뮤지컬 좋아하는데 싼 가격에(?)잘보고왔습니다 ㅋㅋ,긍정,긍정,0
4839,4840,10,연말 연초에 보기 딱 좋은 영화,긍정,긍정,0
4840,4841,10,역시 캣츠는 음악!,긍정,긍정,0
4841,4842,9,나의 마음을 따뜻하게 채워 준 영화,긍정,긍정,0
4842,4843,9,메모리 자꾸자꾸 듣고싶다,부정,긍정,1
4843,4844,10,재미있어요| 꼭 보시길,긍정,긍정,0
4844,4845,9,정말 따뜻한 영화였어요,긍정,긍정,0
4845,4846,9,좀 스토리가 뜬금없긴한데ㅋㅋㅋ 그래도 재밌었어요,긍정,긍정,0
4846,4847,10,뮤지컬영화이기때문에 일반 영화로 생각하고 보면 안됨 개인적으로는 좋았지만 호불호가 크게 갈릴만한 영화,긍정,긍정,0
4847,4848,10,혹평이 많아서 걱정했는데 생각보다 재밌었어요,긍정,긍정,0
4848,4849,10,믿고 보는 뮤지컬 영화~~~,긍정,긍정,0
4849,4850,10,악평이 좀 있던데 전 정말로 재밌고 감동도 느끼고 왔습니다ㅋㅋOST랑 화려한 안무만으로도 대만족이에요!! 노래가 정말 다 좋음ㅠ,긍정,긍정,0
4850,4851,9,솔직히 뮤지컬은 평타이상함 ㅋㅋ,부정,긍정,1
4851,4852,10,뮤지컬의 감동이 영화에 그대로 녹아있네요 정말 재밌었습니다,긍정,긍정,0
4852,4853,9,배우들의 연기가 미쳤다.. 보는내내 빠져 들 수 밖에 없는 영화임,긍정,긍정,0
4853,4854,9,사람이나 고양이나 살아가는 모습은 비슷하네요하지만 분명한건 나 하기 나름이라는거뮤지컬을 영화에 옮겨놓은 잘 만든 영화입니다!!,긍정,긍정,0
4854,4855,8,뮤지컬에 비해 노래며 감동이 훨씬 덜하네요,긍정,긍정,0
4855,4856,1,이 영화를 볼 사람들은 중간에 구토 할 수도 있으니까 비닐봉투 하나 미리 챙겨가세요,부정,부정,0
4856,4857,1,보다나옴,부정,부정,0
4857,4858,1,하.. 백두산 피했는데  캣츠 를 못피했네요  뮤지컬 생각하고 보시면  안되요 .. 연출이 이게뭐냥 ㅜ진심 캣두산 급ㅜ,긍정,부정,1
4858,4859,1,고양이 성적어필 거슬리고 진짜 전반적으로 토나와서 말이 안나온다 망작이라고 하면 망작인거임크리스마스 악몽이다,부정,부정,0
4859,4860,2,모든 것을 영화할 필요는 없다,긍정,부정,1
4860,4861,8,볼거리가 많아서 재밌게 본 영화,긍정,긍정,0
4861,4862,5,뮤지컬을 안 봐서 그런건지 모르겠지만 볼 만했어요.등장인물 설명이 좀 길고 고양이가 바퀴벌레를 먹는 것이 조금 협오스럽고 마지막 부분에 고양이는 이렇게 대해야 해요. 라고 설명하는 부분이 좀 그렇긴 했지만요.,긍정,부정,1
4863,4864,8,초반에 징그러운 씬이 있고 지루함. 하지만 구스의 노래부터 재밌어집니다. 그 이후 OST가 좋아요. 마술사 고양이 퍼포먼스도 좋고요. 다만 뮤지컬에서도 캣츠는 별 스토리가 없고요 노래 가사도 대부분이 고양이 소개하는...,긍정,긍정,0
4864,4865,6,노래가 좋아용,긍정,부정,1
4866,4867,8,뮤지컬의 감동을 기대할수는 없었지만 시작부분부터 1/3 가량은 뮤지컬을 같이봤던 딸아이와 좀 재미있게 봤고 중간부분은 좀 지루하고 마지막부분은 나쁘진 않았어요!!,긍정,긍정,0
4870,4871,10,엄청 기대한 영화라서 엄청난 혹평에 살짝 망설였지만 역시 보길 잘했어요!!! 아무리 호불호가 있다지만 이렇게 좋은 영화를 그렇게까지 혹평한 이유를 모르겠네요..지나치게 기대하고 보면 감동이 덜할까봐 그랬나?? 암튼 ...,긍정,긍정,0
4872,4873,9,지방이라  뮤지컬 볼 기회가 적어서 시간내어 보러가길 잘한것같네요 워낙 호불호가 갈린다는것  알고갔고  뮤지컬영화라 스토리는 상관이없어서  음악과  고양이들의 역동적인 몸짓 멋진춤만으로도 충분했어요  다만  메모리는...,긍정,긍정,0
4873,4874,7,전체적인 스토리가 따로 없어서 조금 지루할수있으나 노래는 역시나 좋았고춤이나 무대는 멋있엇습니다.,부정,부정,0
4874,4875,10,OST가 정말 미쳐버린 영화,부정,긍정,1
4880,4881,8,"메모리가 다 했어요... 영화 자체는 진행되면서 살짝 지루했는데, 노래가 너무 좋네요. 뮤지컬 좋아하는 분이면 즐겁게 볼수 있을거예요. 하지만 누구나 재미있을 거라곤 말 못하겠네요~퍼포먼스가 계속 되는게 집중력을 떨...",긍정,긍정,0
4881,4882,8,"볼거리,내용 너무 재밌게 잘 봤습니다.ㅎㅎ",긍정,긍정,0
4882,4883,9,정말 재밌게 봤다 긴장감 개쩔었고,긍정,긍정,0
4883,4884,8,악평들은 솔직히 오바다;;,부정,긍정,1
4884,4885,10,배우들 케미가 아주 좋음 ㅋㅋ,긍정,긍정,0
4885,4886,10,많은 사람들에게 추천해주고 싶은 영화,긍정,긍정,0
4886,4887,10,음악만으로도 숨 막히는 영화였어요,긍정,긍정,0
4887,4888,1,극 중에 비중이 있는 (보기에)흑인 배우가 단 두명이 있어요.한명은 이 고양이 인데 성매매업 종사자인 여성이고다른 한 고양이는 극 중 최대 악역으로 나옵니다.이 성매매업 종사자인 여성을 만났을때고양이 집단은 젊었을때...,부정,부정,0
4888,4889,10,아름다운 영상미에 걸맞는 아름다운 음악과 스쳐지나가는 아름다운 테일러 스위프트^^ 꿈나라에 다녀온 기분이였어요. 친구와 사이가 좋지 않다면 꼭 같이 보러 가보세요. 영화를 보고 나올 때에는 서로 한 마음으로 어깨동무...,긍정,긍정,0
4889,4890,10,스토리 완전 흥미진진ㅋㅋㅋㅋ,긍정,긍정,0
4890,4891,10,이렇게 멋진 영화일줄이야..,긍정,긍정,0
4891,4892,8,cg부분에서 아쉬웠던점은 있지만 1점을 줄만큼은 아닌거같다 영상미 음악 배우들의 안무 다 좋았는데 ... 1점 준 사람은 뭐지....,긍정,긍정,0
4892,4893,10,뮤지컬을 못봤는데 처음엔 당황했지만 중반이후 빠져들게되네요 호불호는 있겠지만 저는 재미있게 봤어요,긍정,긍정,0
4893,4894,10,여러가지 악평에 걱정했는데 정말 너무 괜찮았습니다 특히 캣츠팬이시라면 재밋게보실거에요,긍정,긍정,0
4895,4896,10,혹평보고 걱정했다가 만족한 영화...대단한걸 기대하지말고 배우들의 동작하나하나를 즐기세요~,긍정,긍정,0
4896,4897,8,가격도 재미도 뮤지컬의 10/1.. 하지만 음악적 감동 만큼은 역시나 만족^^,긍정,긍정,0
4897,4898,10,크리스마스에 굉장히 재미있게 봤어요!!,긍정,긍정,0
4898,4899,9,가족과 함께 보면 정말 좋을것 같아요.,긍정,긍정,0
4899,4900,9,음악 좋고 퍼포먼스 최고였던 영화ㅎㅎ 시간 가는줄 모르고 보게 된다,긍정,긍정,0
4901,4902,9,너무나도 유명하고 좋은 넘버가 쉬지않고 나오는 점이 좋았습니다.다만 문제의 바퀴벌레씬과 그때의 레벨 윌슨의 기름낀 목소리가 역겨워서 2점 깝니다. 그 씬만 참고 넘기면 나머지는 정말 좋았어요 9점 10점이 아쉽지 않...,긍정,긍정,0
4902,4903,10,보기 너무 잘했어요 진짜 좋습니다 꼭 영화관 가서 보세요!!,긍정,긍정,0
4903,4904,8,크리스마스에 어울리는 영화,긍정,긍정,0
4904,4905,8,중간에 CG가 좀 어색할 때도 있지만.전체적으로 만족,긍정,긍정,0
4905,4906,10,끝까지 몰입할 수 밖에 없는 영화다,긍정,긍정,0
4906,4907,10,오오 잼나요 ㅋㅋㅋ 생각했던거 보다 만족,긍정,긍정,0
4907,4908,10,"누가 재미없다했어;; 기대감 낮춰서 봤다가 충격,, 너무 재밌자나,,",부정,긍정,1
4908,4909,10,귀호강 눈호강  제대로 하고왔어요,긍정,긍정,0
4909,4910,10,정말이지 모든게 완벽했던...,긍정,긍정,0
4910,4911,10,보면 볼수록 재미있어지는 영화입니다ㅎ,긍정,긍정,0
4911,4912,9,푹 빠져서 보았던 영화기대이상 이었어요,긍정,긍정,0
4912,4913,10,오늘 보고 왔는데 대만족!!!,긍정,긍정,0
4913,4914,10,신나는 음악 ㅋㅋㅋ영화로 보니 색다른 느낌이었다,긍정,긍정,0
4914,4915,10,생각했던것보다 완전 재미있었던 영화 ㅎㅎㅎ,긍정,긍정,0
4915,4916,10,망한 영화인줄 알았는데 재밋던데ㅡㅡㅋㅋ,부정,긍정,1
4916,4917,8,아니 그냥 음악부터가 미쳤어 이거....,부정,긍정,1
4917,4918,10,보면서 몇번을 울었는지 모르겠네요 몰입도도 최고예요,긍정,긍정,0
4918,4919,10,역시 톰후퍼는 뮤지컬이지~~,긍정,긍정,0
4919,4920,7,악플에도 불구하고 봤는데캣츠 노래 좋아하시는 분이면 볼만 합니다.차에서 크게 틀어놓고 보니 꽤 좋았음!,긍정,부정,1
4920,4921,10,"고양이는 그냥 진짜 고양이 데려다가 하는게 더 나을뻔하긴했지만,생각보다 훨씬더 만족한 영화였다. 하지만 다른 뮤지컬들을 생각한다면 이건 초등학생들이 만든 영상이겠지.",부정,긍정,1
4921,4922,10,I LOVE TO WATCH THIS MOVIE. TAYLOER I LOVE YOU CHANGE THE WORLDFAIR EQUALITY . LOVE WOMAN.EACH OTHER,부정,긍정,1
4922,4923,10,뮤지컬을 좋아하는 사람으로써 전 정말 만족했습니다,긍정,긍정,0
4923,4924,10,주연배우를 모르고 봤는데 테일러스위프트였다니! 여주가 이쁘고 목소리도 깨끗하긴 했어도 전혀 생각도 못했고 스위프트의 새로운 면을 봤다.,긍정,긍정,0
4924,4925,8,고양이를 너무 잘 이해하고 표현한거같아요!!,긍정,긍정,0
4926,4927,7,생각보다 괜찮습니다.,긍정,부정,1
4928,4929,10,뮤지컬을 영화로 볼수있어서 좋았어요,긍정,긍정,0
4929,4930,8,악평으로 기대치가 낮아서 그랬는지 의외로 볼만했음. 오리지널 뮤지컬처럼 스토리 없는 것 똑같고 스크린에서 재현이 잘되서 캐릭터들 하나 하나는 특징을 잘 볼수 있었음,긍정,긍정,0
4931,4932,8,할머니 냥이의 마무리 구우웃~~~♡,긍정,긍정,0
4933,4934,10,진짜 재미있고 예술성이 뛰어남. 다시 한 번 더 볼 예정! 노래도 잘부르고 재미도 있고 유머코드도 맞음,긍정,긍정,0
4935,4936,10,다음엔 미스 사이공인가..,부정,긍정,1
4936,4937,8,영화와 실제는 무릇 다르기 마련~~영상미가 아름다운 볼만한 영화였네요리뷰가 너무 안좋아 볼까말까 망썰였는데전 보기 잘한듯^^음악도 춤도 훌륭한 영화~~평가는 개인의 몫^^,긍정,긍정,0
4937,4938,10,정말 너무 재밌게 잘 봤습니다. 올해 마지막 영화를 이렇게 훌륭한 영화를 볼 수 있어 즐거웠습니다!,긍정,긍정,0
4938,4939,9,이렇게까지 욕먹을 정도의 작품 아닌 거 같은데.. 물론 바퀴벌레는 기괴했지만 제니퍼 허드슨의 Memory는 소름돋았고 캣츠의 OST들은 여전히 감동이었음 ㅠㅠ 물론 캣츠 영화보다는 캣츠 작품 자체가 가진 작품성 덕에...,긍정,긍정,0
4939,4940,10,평점 안보고 그냥 보러갔다왔는데 볼만합니다.곡과 곡사이에 매끄러운 연결이나 개연성은 다소 떨어지지만 효과나 안무 이런 보는재미가 있네요,부정,긍정,1
4940,4941,10,아이들고 같이 봤는데 .. 호불호가 확실히 갈리네요  나는 참 잘만들었다 .... 여러가지 볼거리가 참 많았다 생각했는데 .. 아이들 중 한명은 .. 졸다가 재미없어 하며 보고 .. 한명은... 정말 재밋게 봤다고하...,부정,긍정,1
4941,4942,8,뮤지컬의 플룻으로 그대로 따온 영화화이기에 뮤지컬을 본다고 생각하면서 보면 괜찮다. (원래 뮤지컬자체가 자신들의 매력을 뽐내기 위해 노래하고 춤으로 표현하는 고양이들임) 중간 중간 춤추는 구간은 지루할수도 있지만 예...,부정,긍정,1
4942,4943,10,캐릭터 하나하나의 이야기를 잘 들어주면 재밌어요^^! 전 최고의 영화였어요! 하지만 이야기에 관심이 없으면 잠이올지도 몰라용,부정,긍정,1
4943,4944,10,뮤지컬 느낌을 내려고 많이 노력 뮤지컬로 보고싶어졌다,긍정,긍정,0
4944,4945,10,연말연시 집에서 심심하게 모여있는 가족들을 재미있게 보낼수 있는 영화. 연출도 완벽하고 스토리와 ost도 태클 걸수가 없네요. 티켓 예매해서 가족들만 나눠주고 친구랑 놀러가세요^^,긍정,긍정,0
4945,4946,10,브로드웨이를 그대로 역시 톰후퍼,긍정,긍정,0
4946,4947,10,와 진짜 최고입니다... 원작을 알고 원작 재밌게 본 사람들은 진짜 두배로 더 재밌게 볼거예요 강추합니다. 원작을 지루해하고 이해못하는 사람들은 영화도 별로 재미없게 보는듯합니다.,부정,긍정,1
4947,4948,8,"평점보고 많이 걱정했는데, 평소에 뮤지컬 좋아하고 캣츠원작내용을 알고 보니 저는 꽤 재밌었습니다~",긍정,긍정,0
4948,4949,10,노래 좋고 퍼포먼스 좋았음 왜 그정도로 까이는지 이해안됨,긍정,긍정,0
4949,4950,10,장르답게 영화가 참 좋은 노래들이 많더라구요ㅋ,긍정,긍정,0
4950,4951,9,나는 재밌던뎅ㅋㅋ 무엇보다 음악이 미쳐버림 걍,긍정,긍정,0
4952,4953,10,잘보았습니다,긍정,긍정,0
4953,4954,10,집사로서 봤는데 훌륭~특히 꼬리와 귀의 움직이 ‥얼굴을 비비는 장면들 굳~!!,긍정,긍정,0
4954,4955,10,두 번 보세요. 두 번 보고 세 번 봐도 보기 싫어지는 영화에요.,부정,긍정,1
4955,4956,10,이딴영화돈주고보는사람있나요??칼입금부탁드립니다,부정,긍정,1
4956,4957,8,일단 기대를 많이하고 본 입장에서.. 이영화는 배우들의 연기와 분장 cg만 다한 느낌이다 빅토리아의 눈빛이 매 순간 아름다웠고 실제 공연을 보는듯 했지만 아쉬운건 영화가 아닌 공연에 더 치중한 듯한 영화였다 본래 영...,부정,긍정,1
4957,4958,10,춤 라인부터 노래 그냥 모든게 아름다웠다 고양이의 움직임을 인간의 라인으로 아름답게 표현 진짜 처음부터 끝까지 경의로웠음,긍정,긍정,0
4958,4959,8,뮤지컬영화좋아하신다면나쁘지않을것같아요배우들의연기도좋았고요memory는아직까지여운이남네요....,긍정,긍정,0
4959,4960,10,인간들보다 더 인간적인 고양이들의 이야기,긍정,긍정,0
4960,4961,10,"꼭 사운드 맥스관에서 보세요 진짜 노래가 대박임,,,  배우들 연기에 몰입되는 정도가 달라요 뒤로 가면 그냥 눈물남;;",긍정,긍정,0
4961,4962,10,뮤지컬로 못ㅤㅂㅘㅅ는데 좀지루하긴한대 고양이가 귀엽던데  키우고싶어요,부정,긍정,1
4962,4963,10,전 원래 뮤지컬을 좋아해서 재밋게 ㅤㅂㅘㅅ는데....,긍정,긍정,0
4963,4964,10,저는 좋았어요. 원래 캣츠자체가 고양이 이야기로 전개되는 만큼 잘 살려냈다고 생각합니다.,긍정,긍정,0
4964,4965,8,생각보다 좋았습니다 다시 캣츠를 보게되어 추억회상도 되고 그렇네여,긍정,긍정,0
4965,4966,10,"실질적 주인공이 테일러 스위프트가 아니라 프란체스카 헤이워드이고, 스위프트가 완벽한 도우미 역할을 했다는 점이 멋지다. 로얄발레단의 발레니나 헤이워드가 케냐 출신의 흑인이라는 것에 놀랐다. 연기력도 꽤 훌륭하다. 스...",긍정,긍정,0
4966,4967,10,영화로 만들면 어떨까 상상해봤었던 캣츠인데이렇게 멋있게 만들 줄은 상상도 못 했어요 ㅠㅠ빅토리아도 너무 예뻤고 노래도 뮤지컬만큼 최고였던 영화! 두 번 보고 싶네요,긍정,긍정,0
4967,4968,10,흥미진진하게 시간가는줄 모르는 영화는 아니지만재미있게 봤어요고양이들이 참 매혹적이예요,긍정,긍정,0
4968,4969,10,이게 왜 재미없나요...? 뮤지컬에서 표현할 수 없는 것들을 볼 수 있었습니다. 개인적으로 몇몇 장면은 아름다워서 눈물도 나네요. (20대 남자임),긍정,긍정,0
4969,4970,1,기괴한 건 둘째치고 그냥 재미가 없음..,부정,부정,0
4970,4971,10,어..사실 안 봤는데 니들 좀 낚이라고..ㅋㅋㅋ,부정,긍정,1
4971,4972,10,뮤지컬로 보고싶던 내용인데 뮤지컬은 가격이 비싸서 못봐서. 아쉬워는데 영화로봐재미있네요.전 너무 재미있게봤습니다.,긍정,긍정,0
4972,4973,8,아니 사람들 왜이렇게 불쾌한 골짜기 선동돼서 악플인거임 ..? 난 좋게 봤는데,부정,긍정,1
4973,4974,9,"정말 캣츠를 알면 1점, 2점이라는 점수가 어떻게 나올 수 있을까? 캣츠 영화로 무한한 감동과 재미를 향휴하고 느낀 내가 이상한 걸까? ㅠㅠㅠ",부정,긍정,1
4974,4975,10,열차고양이 탭댄스장면 최고였어요2시간이 어찌 지나갔는지 모를정도로 배우들의 춤과 노래에 흠뻑 빠졌답니다너무 좋았어요,긍정,긍정,0
4975,4976,10,이게 재미없다니?! 난 너무 재미있었는데 ㅜㅜ노래가 주는 감동은 장난 아니였음.레미제라블은 이기지 못하지만 캣츠 또한 최고의 영화였음.,긍정,긍정,0
4976,4977,10,사바사지만 난 좋았음. 마지막에 그리자벨라 메모리 열창할때 눈물날뻔했음,긍정,긍정,0
4977,4978,10,강추 . 눈물을 흘릴수도 있으니 휴지 준비,긍정,긍정,0
4979,4980,10,혹평이 많아서 호기심에 봤어요. 생각보다 재밌었습니다. 단 전 뮤지컬도 보았고 음악도 다 알기 때문에 즐길 수 있었어요. 호불호 갈리는 게 이해가 됩니다,긍정,긍정,0
4980,4981,10,"음악, 구성, 연출 다 좋았다.특히 빅토리아 역을 맡은 신인 프란체스카 헤이우드는 완벽한 안무는 물론이고, '영화 캣츠'의 오리지널 넘버 'Beautiful Ghosts'를 아름다운 목소...",긍정,긍정,0
4981,4982,10,이거 재미없다 그러는 사람 뮤지컬 보지마라 진짜. 아? 저런생각하면 원작도 안ㅤㅂㅘㅅ겠지 무슨ㅋ ㅋㅋㅋ캣츠가 원래 뮤지컬인데 노래 하면서 발레나 곡예 하는게 다지 무슨 다른거 기대하냐 진짜 ;(나름 뮤지컬 쳐돌이) 영화 ...,긍정,긍정,0
4982,4983,10,8천원 으로 뮤지컬 본 느낌 !!!!스토리는 그리많지 않았으나 춤과노래 표정연기 만으로매료당했다 ~ 이이상 말할게 없다 그냥 너무나멋있었고 시간 가는줄 모르고 봤다 ~빅토리아 이쁘고 귀엽고 사랑스런 냥이 ~~냥이한테...,긍정,긍정,0
4983,4984,9,뮤지컬을 영화로 볼수있는게 좋아영,긍정,긍정,0
4984,4985,10,"클레멘타인,리얼,자전차왕 엄복동...무덤까지 갖고갈 버킷리스트에 캣츠가 추가되었다",부정,긍정,1
4985,4986,10,뮤지컬보다 잼있게 봤어요,긍정,긍정,0
4986,4987,10,정말로 재미있었어요,긍정,긍정,0
4987,4988,10,어줍잖은 평론 무시하고.. 최고입니다,긍정,긍정,0
4988,4989,10,오리지널 뮤지컬을 사랑하는 분들이라면 실망하지 않을듯!!평점이 너무 안좋아 혼자보았지만 정말 좋았어요,긍정,긍정,0
4989,4990,10,영상 노래 연기 완벽 정말 고양이같은 귀와 꼬리의 움직임 디테일했다 마지막 스토리가  좀 아쉽지만 그래도 재밌게 봤음,긍정,긍정,0
4990,4991,8,뮤지컬의 장점과 영화의 장점을 잘 살렸습니다 볼만합니다,부정,긍정,1
4991,4992,8,예술성이 짙은 영화. 일반인이 이해하기 난해하지만 기술적인 우수성은 인정.,부정,긍정,1
4992,4993,8,평점 테러 당하는거 불구하고 크리스마스에 보러 갔음. 캣츠 뮤지컬을 보려면 1인당 얼마인가를 생각하고 보면 가성비 나쁘지 않음. 메모리는 역시 역대급임. 브로드웨이 캣츠를 현지에서 봐도 재미없다는 사람은 은근 많을걸...,긍정,긍정,0
4993,4994,10,솔직히 완전 재밌었는데 어디가 그렇게 맘에 안드시는거죠 다들ㅜㅜㅜ주인공 완전 여신고양이 아닌감ㅠㅠ배역 하나하나가 캐릭터 특성을 너무 잘 살리고 댄스와 연기에 충실한게 느껴지던데..진심 저는 10점 만점입니다!!!!볼...,긍정,긍정,0
4994,4995,10,원작 뮤지컬을 본 사람으로써 영화 재미있었음... 메모리 부를 때 막 울컥 하고...님들이 아는 막 스토리 이해되고 대사 많은 그런 뮤지컬 영화가 아니라 진짜로 무대에서 하던 원작 뮤지컬을 재밌게 잘 살린 것 같은데...,긍정,긍정,0
4995,4996,10,호불호 강하지만 전 너무 잼나게봤어요!,긍정,긍정,0
4996,4997,10,"댓글 알바가 많다는 등의 악플을 봐서 걱정됐는데, 오히려 악플 쓴 사람들이 수준이하 같네요. 캣츠가 뮤지컬이란걸 모르고 보러 간건가요? 뮤지컬 베이스로 영화의 장점까지 끌어와서 더 좋았던것 같습니다. 총써고 폭발하는...",부정,긍정,1
4997,4998,10,역시 레미제라블 감독. 진짜 죽이더라. 캣츠를 영화로 이렇게 만들지는 몰랐다. 메모리 나올때 전율느꼈다.,긍정,긍정,0
4998,4999,10,이거 대박인데요ㅡㅡㅋㅋ,긍정,긍정,0
4999,5000,10,개인적으로 악평을 많이 받아서 걱정했지만 의외로 기대를 안하고보니 재밌었습니다영화에 감독님 정성이 가득한것같습니다,긍정,긍정,0
5000,5001,10,평점 올리러 왔습니다 수준 높은 영화니 마음 놓고 보세요 백두산 천문 풉..,부정,긍정,1
